"","doi","volno","abstract"
"98",NA,"9005","This paper analyzes the effects of international openness on vertical
integration. Vertical integration can confer a negative externality, by
thinning the market for inputs and thus worsening opportunism problems;
this induces strategic complementarity and multiple equilibria in the
integration decision, thus providing a theory of different ""industrial
systems"" or ""industrial cultures"" in ex ante identical countries.
International openness thickens the market, facilitating leaner, less
integrated firms, thus providing gains from international openness quite
different from those that are familiar from trade theory. This may be
taken as one theory of ""outsourcing,"" ""downsizing,"" and ""Japanization""
as consequences of ""globalization."""
"99",NA,"9005","We develop a competitive model of trade between countries with similar
aggregate factor endowments. The trade pattern reflects differences in
the distribution of talent across the labor forces of the two countries.
The country with a relatively homogeneous population exports the good
produced by a technology with complementarities between tasks. The
country with a more diverse workforce exports the good for which
individual success is more important. Imperfect observability of talent
strengthens the forces of comparative advantage. Finally, we examine the
effects of trade on income distribution and the composition of firms in
each industry."
"100",NA,"9005","In a world of trade restrictions, large countries enjoy economic
benefits, because political boundaries determine the size of the market.
Under free trade and global markets even relatively small cultural,
linguistic or ethnic groups can benefit from forming small, homogeneous
political jurisdictions. This paper provides a formal model of the
relationship between openness and the equilibrium number and size of
countries, and successfully tests two implications of the model.
Firstly, the economic benefits of country size are mediated by the
degree of openness to trade. Secondly, the history of nation-state
creations and secessions is influenced by the trade regime."
"101",NA,"9005","The paper takes the search and matching model of the aggregate labor
market to the data. It tests the model's empirical validity and employs
structural estimation to generate a characterization of the optimal
behavior of firms and workers. The model is applied to Israeli data that
are uniquely suited for this kind of empirical investigation. The
structural estimates are used to quantify the frictions embodied in the
model, including the costs of search, the congestion and trading
externality effects, and the matching process. A calibration-simulation
analysis then studies the effect of several key variables on equilibrium
unemployment."
"102",NA,"9005","We provide a simple explanation for the observation from the U.S.
manufacturing sector that the job destruction rate fluctuates more than
the job creation rate. In our model, proportional plant-level costs of
creating and destroying jobs cause shrinking plants to be more sensitive
to aggregate shocks than growing plants. We describe circumstances in
which this microeconomic asymmetry is preserved in the aggregate and
show that it can account for much of the observed asymmetries in gross
job flows. This is so even though we abstract from job matching
frictions, incomplete contracts, and aggregate congestion effects."
"103",NA,"9005","Much of the theory in personnel economics relates to effects of monetary
incentives on output, but the theory was untested because appropriate
data were unavailable. A new data set for the Safelite Glass Corporation
tests the predictions that average productivity will rise, the firm will
attract a more able workforce, and variance in output across individuals
at the firm will rise when it shifts to piece rates. In Safelite,
productivity effects amount to a 44-percent increase in output per
worker. This firm apparently had selected a suboptimal compensation
system, as profits also increased with the change."
"104",NA,"9101","The military drawdown program of the early 1990s provides an opportunity
to obtain estimates of personal discount rates based on large numbers of
people making real choices involving large sums. The program offered
over 65,000 separatees the choice between an annuity and a lump-sum
payment. Despite break-even discount rates exceeding 17 percent, most of
the separatees selected the lump sum--saving taxpayers $1.7 billion in
separation costs. Estimates of discount rates range from 0 to over 30
percent and vary with education, age, race, sex, number of dependents,
ability test score, and the size of payment."
"105",NA,"9101","Whereas most U.S. corporations are widely held, the predominant form of
ownership in East Asia is control by a family, which often supplies a
top manager. These features of ""crony capitalism"" are actually more
pronounced in Western Europe. In both regions, the salient agency
problem is expropriation of outside shareholders by controlling
shareholders. Dividends provide evidence on this. Group-affiliated
corporations in Europe pay higher dividends than in Asia, dampening
insider expropriation. Dividend rates are higher in Europe, but lower in
Asia, when there are multiple large shareholders, suggesting that they
dampen expropriation in Europe, but exacerbate it in Asia."
"106",NA,"9101","There is a worldwide trend toward defined contribution saving plans and
growing interest in privatized Social Security plans. In both
environments, individuals are given some responsibility to make their
own asset-allocation decisions, raising concerns about how well they do
at this task. This paper investigates one aspect of the task, namely
diversification. We show that some investors follow the ""1/n strategy"":
they divide their contributions evenly across the funds offered in the
plan. Consistent with this naive notion of diversification, we find that
the proportion invested in stocks depends strongly on the proportion of
stock funds in the plan."
"107",NA,"9101","According to conventional wisdom, long-term bonds are appropriate for
conservative long-term investors. This paper develops a model of optimal
consumption and portfolio choice for infinite-lived investors with
recursive utility who face stochastic interest rates, solves the model
using an approximate analytical method, and evaluates conventional
wisdom. As risk aversion increases, the myopic component of risky asset
demand disappears but the intertemporal hedging component does not.
Conservative investors hold assets to hedge the risk that real interest
rates will decline. Long-term inflation-indexed bonds are most suitable
for this purpose, but nominal bonds may also be used if inflation risk
is low."
"108",NA,"9101","With fixed costs of participating in the stock market, consumers with
high income will participate in the stock market, but consumers with
lower income will not participate. If a fully funded
defined-contribution Social Security system tries to exploit the equity
premium by selling a dollar of bonds per capita and buying a dollar of
equity per capita, consumers who save but do not participate in the
stock market will increase their consumption, thereby reducing saving
and capital accumulation. Calibration of a general-equilibrium model
indicates that this policy could reduce the aggregate capital stock
substantially, by about 50 cents per capita."
"109",NA,"9101","Two modifications are introduced into the standard real-business-cycle
model: habit preferences and a two-sector technology with limited
intersectoral factor mobility. The model is consistent with the observed
mean risk-free rate, equity premium, and Sharpe ratio on equity. In
addition, its business-cycle implications represent a substantial
improvement over the standard model. It accounts for persistence in
output, comovement of employment across different sectors over the
business cycle, the evidence of ""excess sensitivity"" of consumption
growth to output growth, and the ""inverted leading-indicator property of
interest rates,"" that interest rates are negatively correlated with
future output."
"110",NA,"9101","This paper characterizes conditions under which interest-rate feedback
rules that set the nominal interest rate as an increasing function of
the inflation rate induce aggregate instability by generating multiple
equilibria. It shows that these conditions depend not only on the
monetary-fiscal regime (as emphasized in the fiscal theory of the price
level) but also on the way in which money is assumed to enter
preferences and technology. It provides a number of examples in which,
contrary to what is commonly believed, active monetary policy gives rise
to multiple equilibria and passive monetary policy renders the
equilibrium unique."
"111",NA,"9101","Behind similar unemployment rates in the United States and Portugal hide
two very different labor markets. Unemployment duration is three times
longer in Portugal than in the United States. Symmetrically, flows of
workers into unemployment are three times lower in Portugal. These lower
flows come in roughly equal proportions from lower job creation and
destruction, and from lower worker flows given job creation and
destruction. A plausible explanation is high employment protection in
Portugal. High employment protection makes economies more sclerotic; but
because it affects unemployment duration and worker flows in opposite
directions, the effect on unemployment is ambiguous."
"112",NA,"9101","We study a dynamic game in which all players initially possess the same
information and coordinate on a high level of activity. Eventually,
players with a long string of bad experiences become inactive. This
prospect can cause a coordination avalanche in which all activity in the
population stops. Coordination avalanches are part of Pareto-efficient
equilibria; they can occur at any point in the game; their occurrence
does not depend on the true state of nature; and allowing players to
exchange information may merely hasten their onset. We present
applications to search markets, organizational meltdown, and inefficient
computer upgrades."
"113",NA,"9101","Politicians who care about the spoils of office may underprovide a
public good because its benefits cannot be targeted to voters as easily
as pork-barrel spending. We compare a winner-take-all system--where all
the spoils go to the winner--to a proportional system--where the spoils
of office are split among candidates proportionally to their share of
the vote. In a winner-take-all system the public good is provided less
often than in a proportional system when the public good is particularly
desirable. We then consider the electoral college system and show that
it is particularly subject to this inefficiency."
"114",NA,"9101","Proponents of the Bayh-Dole Act argue that industrial use of federally
funded research would be reduced without university patent licensing.
Our survey of U.S. universities supports this view, emphasizing the
embryonic state of most technologies licensed and the need for inventor
cooperation in commercialization. Thus, for most university inventions,
there is a moral-hazard problem with inventor effort. For such
inventions, development does not occur unless the inventor's income is
tied to the licensee's output by payments such as royalties or equity.
Sponsored research from the licensee cannot by itself solve this
problem."
"115",NA,"9101","By incorporating the probability distribution directly into the
analysis, this paper proposes a new theoretical approach to resolving
the perennial dilemma of being uncertain about what discount rate to use
in cost-benefit analysis. A numerical example is constructed from the
results of a survey based on the opinions of 2,160 economists. The main
finding is that even if every individual believes in a constant discount
rate, the wide spread of opinion on what it should be makes the
effective social discount rate decline significantly over time.
Implications and ramifications of this proposed ""gamma-discounting""
approach are discussed."
"116",NA,"9103","Detailed notes on weekly meetings of the sugar-refining cartel show how
communication helps firms collude, and so highlight the deficiencies in
the current formal theory of collusion. The Sugar Institute did not fix
prices or output. Prices were increased by homogenizing business
practices to make price cutting more transparent. Meetings were used to
interpret and adapt the agreement, coordinate on jointly profitable
actions, ensure unilateral actions were not misconstrued as cheating,
and determine whether cheating had occurred. In contrast to established
theories, cheating did occur, but sparked only limited retaliation,
partly due to the contractual relations with selling agents."
"117",NA,"9103","When bidders anticipate an opportunity for resale trade, the value of
winning an auction is determined in part by the option values of buying
and selling in the secondary market. One implication is that a bidder's
willingness to pay at an auction increases with the expected level of
competition between resale buyers. Empirical evidence from auctions of
timber contracts supports this prediction and rejects standard models
that ignore resale. The estimated effect is smaller after policy changes
expected to diminish the prevalence of resale. Additional evidence
supports the predicted presence of a common value element introduced by
the resale opportunity."
"118",NA,"9103","I examine the effects of vertical integration between programming and
distribution in the cable television industry. I assess the effects of
ownership structure on program offerings, prices, and subscriptions, and
I compare consumer welfare across integrated and unintegrated markets.
The results of this analysis suggest two general conclusions. First,
integrated operators tend to exclude rival program services, suggesting
that certain program services cannot gain access to the distribution
networks of vertically integrated cable system operators. Second,
vertical integration does not harm, and may actually benefit, consumers
because of the associated efficiency gains."
"119",NA,"9103","We examine the equilibrium interaction between a market for price
information (controlled by a gatekeeper) and the homogenous product
market it serves. The gatekeeper charges fees to firms that advertise
prices on its Internet site and to consumers who access the list of
advertised prices. Gatekeeper profits are maximized in an equilibrium
where (a) the product market exhibits price dispersion; (b) access fees
are sufficiently low that all consumers subscribe; (c) advertising fees
exceed socially optimal levels, thus inducing partial firm
participation; and (d) advertised prices are below unadvertised prices.
Introducing the market for information has ambiguous social welfare
effects."
"120",NA,"9103","An evolutionary game model shows how an equilibrium distribution of
competence may evolve when members of a population prey on one another,
but when predatory competence is costly to acquire. Under one
interpretation, the competence distribution is an endogenously
determined distribution of bounded rationality. An example shows how
""tricksters"" and ""suckers"" might coexist in the long run. The analysis
leads to a curious result about a mixed equilibrium for a symmetric,
zero-sum game. An increase in the costs of one or more competence levels
has exactly zero effect on the fraction of the population at those
levels."
"121",NA,"9103","This paper introduces a new model of exchange: networks, rather than
markets, of buyers and sellers. It begins with the empirically motivated
premise that a buyer and seller must have a relationship, a ""link,"" to
exchange goods. Networks--buyers, sellers, and the pattern of links
connecting them--are common exchange environments. This paper develops a
methodology to study network structures and explains why agents may form
networks. In a model that captures characteristics of a variety of
industries, the paper shows that buyers and sellers, acting
strategically in their own self-interests, can form the network
structures that maximize overall welfare."
"122",NA,"9103","Suppose that agents share risks in competitive markets. We show that
better information makes everyone worse off if the economy has a
representative agent--that is, the economy's demand for state-contingent
consumption equals the demand of a hypothetical agent who owns all the
economy's wealth. The representative agent, moreover, is normatively
unrepresentative: although each agent dislikes information, the
""representative"" agent is indifferent. Although we emphasize pure
exchange, our results imply that a representative-agent model might
seriously misstate the welfare effects of improved information in an
economy with production and risk sharing, even if it performs well
otherwise."
"123",NA,"9103","Much of the existing theory of incentives describes a static
relationship that lasts for just one transaction. This static assumption
is not only unrealistic, but the resulting predictions appear to be at
odds with many work organizations. The current paper introduces possible
long-term interaction among agents, and studies how the design of
explicit incentives and work organizations can exploit, and interact
with, the implicit incentives generated by the repeated interaction of
the agents. The optimal incentive scheme is shown to display observed
features of the increasingly popular ""teams,"" such as the use of
low-powered, group incentives."
"124",NA,"9103","We study a contest with multiple, nonidentical prizes. Participants are
privately informed about a parameter (ability) affecting their costs of
effort. The contestant with the highest effort wins the first prize, the
contestant with the second-highest effort wins the second prize, and so
on until all the prizes are allocated. The contest's designer maximizes
expected effort. When cost functions are linear or concave in effort, it
is optimal to allocate the entire prize sum to a single ""first"" prize.
When cost functions are convex, several positive prizes may be optimal."
"125",NA,"9103","Survey data suggest that cropsharing contracts exhibit a much higher
degree of uniformity than is warranted by economic fundamentals. We
propose a dynamic model of contract choice to explain this phenomenon.
Landowners and tenants recontract periodically, taking into account
expected returns as well as conformity with local practice. The
resulting stochastic dynamical system is studied using techniques from
statistical mechanics. The most likely states consist of patches where
contractual terms are nearly uniform, separated by boundaries where the
terms shift abruptly. These and other predictions of the model are borne
out by survey data on agricultural contracts in Illinois."
"126",NA,"9103","This paper uses a new, large-scale, dynamic life-cycle simulation model
to compare the welfare and macroeconomic effects of transitions to five
fundamental alternatives to the U.S. federal income tax, including a
proportional consumption tax and a flat tax. The model incorporates
intragenerational heterogeneity and a detailed specification of
alternative tax systems. Simulation results project significant long-run
increases in output for some reforms. For other reforms, namely those
that seek to insulate the poor and initial older generations from
adverse welfare changes, long-run output gains are modest."
"127",NA,"9103","This paper develops a two-country model to study two questions. How do
the degrees of centralization of redistribution and of factor mobility
affect the productive efficiency of the economies? What degrees of
centralization of redistribution and of factor mobility are likely to be
chosen by majority rule? The model shows that a system of centralized
redistribution can lead to less efficient outcomes if labor or capital
are not mobile; and an inefficient outcome, with incomplete or no factor
mobility, receives a majority of votes in both countries, whenever the
structure of labor markets is very different in the two countries."
"128",NA,"9103","Revealed preference theory assumes that each consumer has demands that
are rational, meaning that they arise from the maximization of his or
her own utility function. In contrast, econometric or statistical demand
models assume that each consumer's demands equal a rational systematic
component derived from a common utility function, plus an
individual-specific, additive error term. This paper reconciles these
differences, by providing necessary and sufficient conditions for
rationality of statistical demand models given individual consumer
rationality."
"129",NA,"9104","This paper studies the labor supply contributions to individual and
family earnings inequality during the period of rising wage inequality
in the early 1980's. Working couples have positively correlated labor
market outcomes, which are almost entirely attributable to permanent
factors. An intertemporal family labor supply model with this feature is
used to estimate labor supply elasticities for husbands of 0.05, and
wives of 0.40. This implies that labor supply explains little of the
rising annual earnings inequality for married men, but over 20 percent
of the rise in family inequality and 50 percent of the modest rise in
female inequality."
"130",NA,"9104","This paper provides empirical evidence about the effect of unearned
income on earnings, consumption, and savings. Using an original survey
of people playing the lottery in Massachusetts in the mid-1980s, we
analyze the effects of the magnitude of lottery prizes on economic
behavior. The critical assumption is that among lottery winners the
magnitude of the prize is randomly assigned. We find that unearned
income reduces labor earnings, with a marginal propensity to consume
leisure of approximately 11 percent, with larger effects for individuals
between 55 and 65 years old. After receiving about half their prize,
individuals saved about 16 percent."
"131",NA,"9104","Between 1973 and 1978, the Indonesian government engaged in one of the
largest school construction programs on record. Combining differences
across regions in the number of schools constructed with differences
across cohorts induced by the timing of the program suggests that each
primary school constructed per 1,000 children led to an average increase
of 0.12 to 0.19 years of education, as well as a 1.5 to 2.7 percent
increase in wages. This implies estimates of economic returns to
education ranging from 6.8 to 10.6 percent."
"132",NA,"9104","Until the middle of the 1970s, regulations constrained banks' ability to
enter new markets. Over the subsequent 25 years, states gradually lifted
these restrictions. This paper tests whether rents fostered by
regulation were shared with labor, and whether firms were discriminating
by sharing these rents disproportionately with male workers. We find
that average compensation and average wages for banking employees fell
after states deregulated. Male wages fell by about 12 percent after
deregulation, whereas women's wages fell by only 3 percent, suggesting
that rents were shared mainly with men. Women's share of employment in
managerial positions also increased following deregulation."
"133",NA,"9104","Even among households with similar socioeconomic characteristics, saving
and wealth vary considerably. Life-cycle models attribute this variation
to differences in time preference rates, risk tolerance, exposure to
uncertainty, relative tastes for work and leisure at advanced ages, and
income replacement rates. These factors have testable implications
concerning the relation between accumulated wealth and the shape of the
consumption profile. Using the Panel Study of Income Dynamics and the
Consumer Expenditure Survey, we find little support for these
implications. The data are instead consistent with ""rule of thumb,""
""mental accounting,"" or hyperbolic discounting theories of wealth
accumulation."
"134",NA,"9104","We evaluate two alternative models of international trade in
differentiated products. An increasing returns model where varieties are
linked to firms predicts home market effects: increases in a country's
share of demand cause disproportionate increases in its share of output.
In contrast, a constant returns model with national product
differentiation predicts a less than proportionate increase. We examine
a panel of U.S. and Canadian manufacturing industries to test the
models. Although we find support for either model, depending on whether
we estimate based on within or between variation, the preponderance of
the evidence supports national product differentiation."
"135",NA,"9104","This paper investigates how openness to international goods markets
affects pollution concentrations. We develop a theoretical model to
divide trade's impact on pollution into scale, technique, and
composition effects and then examine this theory using data on sulfur
dioxide concentrations. We find international trade creates relatively
small changes in pollution concentrations when it alters the composition
of national output. Estimates of the trade-induced technique and scale
effects imply a net reduction in pollution from these sources. Combining
our estimates of all three effects yields a somewhat surprising
conclusion: freer trade appears to be good for the environment."
"136",NA,"9104","In this paper we investigate how telecommunications infrastructure
affects economic growth. We use evidence from 21 OECD countries over a
20-year period to examine the impacts that telecommunications
developments may have had. We jointly estimate a micromodel for
telecommunication investment with a macro production function. We find
evidence of a significant positive causal link, especially when a
critical mass of telecommunications infrastructure is present.
Interestingly, the critical mass appears to be at a level of
telecommunications infrastructure that is near universal service."
"137",NA,"9104","The connection between obtaining higher paying jobs and undertaking some
seemingly irrelevant activity is interpreted as ""social culture."" In the
context of a society trying to adopt a new technology, I show that by
allowing the firms to give preferential treatment to workers based on
some ""cultural activity,"" the society can partially overcome an
informational free-riding problem. Therefore, social culture may affect
the economic performance by altering the effective production technology
of the economy."
"138",NA,"9104","We develop a theory of political transitions inspired by the experiences
of Western Europe and Latin America. Nondemocratic societies are
controlled by a rich elite. The initially disenfranchised poor can
contest power by threatening revolution, especially when the opportunity
cost is low, for example, during recessions. The threat of revolution
may force the elite to democratize. Democracy may not consolidate
because it is redistributive, and so gives the elite an incentive to
mount a coup. Highly unequal societies are less likely to consolidate
democracy, and may end up oscillating between regimes and suffer
substantial fiscal volatility."
"139",NA,"9104","This paper examines the magnitude of informational problems associated
with the implementation and interpretation of simple monetary policy
rules. Using Taylor's rule as an example, I demonstrate that real-time
policy recommendations differ considerably from those obtained with ex
post revised data. Further, estimated policy reaction functions based on
ex post revised data provide misleading descriptions of historical
policy and obscure the behavior suggested by information available to
the Federal Reserve in real time. These results indicate that reliance
on the information actually available to policy makers in real time is
essential for the analysis of monetary policy rules."
"140",NA,"9104","In this paper, I try to shed some new light on the ""puzzle"" of why the
Lucas critique, believed to be important by most economists, seems to
have received very little empirical support. I use a real-business-cycle
model to verify that the Lucas critique is quantitatively important in
theory, and to examine the properties of the super-exogeneity test,
which is used to detect the applicability of the Lucas critique in
practice. The results suggest that the superexogeneity test is not
capable of detecting the relevance of the Lucas critique in practice in
small samples."
"141",NA,"9104","Using U.S. Consumer Expenditure Surveys, we estimate ""quality Engel
curves"" for 66 durable goods based on the extent richer households pay
more for each good. The same data show that the average price paid rises
faster from 1980 to 1996 for goods with steeper quality Engel curves, as
if households are ascending these curves. BLS prices likewise increase
more quickly for goods with steeper quality Engel curves, suggesting the
BLS does not fully net out the impact of quality upgrading. We estimate
that annual quality growth averages 3.7 percent for our goods, with 2.2
percent showing up as higher inflation."
"142",NA,"9104","A method is constructed for decomposing the variance of changes in
incomes in the world into components, to indicate the most important
risk-sharing opportunities among people of the world. A constant
absolute risk premium (CARP) model, an intertemporal general-equilibrium
model of the world, is presented to permit optimal contract design. For
a contract designer maximizing a social welfare function, the optimal
contracts maximize the equilibrium world real interest rate. Securities
are defined in terms of eigenvectors of a transformed variance matrix.
The method is applied using Penn World Table data on the G-7 countries,
1950-92."
"143",NA,"9105","The value of a firm's securities measures the value of the firm's
productive assets. If the assets include only capital goods and not a
permanent monopoly franchise, the value of the securities measures the
value of the capital. Finally, if the price of the capital can be
measured or inferred, the quantity of capital is the value divided by
the price. A standard model of adjustment costs enables the inference of
the price of installed capital. Data from U.S. corporations over the
past 50 years imply that corporations have formed large amounts of
intangible capital, especially in the past decade."
"144",NA,"9105","Why did the stock market decline so much in the early 1970s and remain
low until the early 1980s? We argue that it was because information
technology arrived on the scene and the stock-market incumbents of the
day were not ready to implement it. Instead, new firms would bring in
the new technology after the mid-1980s. Investors foresaw this in the
early 1970s and stock prices fell right away. In our model, new capital
destroys old capital, but with a lag. The prospect of this causes the
value of the old capital to fall right away."
"145",NA,"9105","The fiscal theory of price determination suggests that if primary
surpluses evolve independently of government debt, the equilibrium price
level ""jumps"" to assure fiscal solvency. In this non-Ricardian regime,
fiscal policy--not monetary policy--provides the nominal anchor.
Alternatively, in a Ricardian regime, primary surpluses are expected to
respond to debt in a way that assures fiscal solvency, and the price
level is determined in conventional ways. This paper argues that
Ricardian regimes are as theoretically plausible as non-Ricardian
regimes, and provide a more plausible interpretation of certain aspects
of the postwar U.S. data than do non-Ricardian regimes."
"146",NA,"9105","This paper shows that a small amount of individual-level money illusion
may cause considerable aggregate nominal inertia after a negative
nominal shock. In addition, our results indicate that negative and
positive nominal shocks have asymmetric effects because of money
illusion. While nominal inertia is quite substantial and long lasting
after a negative shock, it is rather small after a positive shock."
"147",NA,"9105","We examine investment behavior when firms face costs in the access to
external funds. We find that despite the existence of liquidity
constraints, standard investment regressions predict that cash flow is
an important determinant of investment only if one ignores q.
Conversely, we also obtain significant cash flow effects even in the
absence of financial frictions. These findings provide support to the
argument that the success of cash-flow-augmented investment regressions
is probably due to a combination of measurement error in q and
identification problems."
"148",NA,"9105","Recent studies have shown that the dynamics of firms (growth, job
reallocation, and exit) are negatively correlated with the initial size
of the firm and its age. In this paper we analyze whether financial
factors, in addition to technological differences, are important in
generating these dynamics. We introduce financial-market frictions in a
basic model of industry dynamics with persistent shocks and show that
the combination of persistent shocks and financial frictions can account
for the simultaneous dependence of firm dynamics on size (once we
control for age) and on age (once we control for size)."
"149",NA,"9105","We present a model of an unsecured loan market. Many lenders
simultaneously offer loan contracts (a debt level and an interest rate)
to a borrower. The borrower may accept more than one contract. Her
payoff if she defaults increases in the total amount borrowed. If this
payoff is high enough, deterministic zero-profit equilibria cannot be
sustained. Lenders earn a positive profit, and may even charge the
monopoly price. The positive-profit equilibria are robust to increases
in the number of lenders. Despite the absence of asymmetric information,
the competitive outcome does not obtain in the limit."
"150",NA,"9105","We use event-time methodology to study legal insider trading associated
with mergers circa 1900. For mergers with ""prospective"" disclosures
similar to today's, we find substantial value gains at announcement,
implying participation by ""outside"" shareholders despite the absence of
insider constraints. Furthermore, preannouncement stock-price runups,
relative to total value gain, are no more than those observed for modern
mergers. Insider regulation apparently has produced little benefit for
outsiders, with the inside information-pricing function and related
gains shifting to external ""information specialists."" Other results
suggest market penalties for nondisclosure; i.e., insider trading is
less successful in a restricted information environment."
"151",NA,"9105","A new data set facilitates study of learning spillovers in World War II
shipbuilding. Our results contain two principal but contrasting themes.
First, learning spillovers were a significant source of productivity
growth, and may have contributed more than conventional learning
effects. Second, the size of the learning externalities across yards, as
measured by Spence's theta, were small. These findings, which are not
mutually inconsistent, suggest an optimistic view of learning
spillovers: they are a significant source of productivity growth, but
the market failures induced by learning externalities may be modest."
"152",NA,"9105","We exploit differences in European mortality rates to estimate the
effect of institutions on economic performance. Europeans adopted very
different colonization policies in different colonies, with different
associated institutions. In places where Europeans faced high mortality
rates, they could not settle and were more likely to set up extractive
institutions. These institutions persisted to the present. Exploiting
differences in European mortality rates as an instrument for current
institutions, we estimate large effects of institutions on income per
capita. Once the effect of institutions is controlled for, countries in
Africa or those closer to the equator do not have lower incomes."
"153",NA,"9105","This paper reports laboratory data for games that are played only once.
These games span the standard categories: static and dynamic games with
complete and incomplete information. For each game, the treasure is a
treatment in which behavior conforms nicely to predictions of the Nash
equilibrium or relevant refinement. In each case, however, a change in
the payoff structure produces a large inconsistency between theoretical
predictions and observed behavior. These contradictions are generally
consistent with simple intuition based on the interaction of payoff
asymmetries and noisy introspection about others' decisions."
"154",NA,"9105","A half century of empirical work attempting to predict the factor
content of trade in goods has failed to bring theory and data into
congruence. Our study shows how the Heckscher-Ohlin-Vanek theory, when
modified to permit technical differences, a breakdown in factor price
equalization, the existence of nontraded goods, and costs of trade, is
consistent with data from ten OECD countries and a rest-of-world
aggregate."
"155",NA,"9105","This paper develops microfoundations for the role that diversified
cities play in fostering innovation. A simple model of process
innovation is proposed, where firms learn about their ideal production
process by making prototypes. We build around this a dynamic
general-equilibrium model, and derive conditions under which diversified
and specialized cities coexist. New products are developed in
diversified cities, trying processes borrowed from different activities.
On finding their ideal process, firms switch to mass production and
relocate to specialized cities where production costs are lower. We find
strong evidence of this pattern in establishment relocations across
French employment areas 1993-96."
"156",NA,"9105","Committees improve decisions by pooling members' independent
information, but promote manipulation, obfuscation, and exaggeration of
private information when members have conflicting preferences. Committee
decision procedures transform continuous data into ordered ranks through
voting. This coarsens the transmission of information, but controls
strategic manipulations and allows some degree of information sharing.
Each member becomes more cautious in casting the crucial vote than when
he alone makes the decision based on own information. Increased quality
of one member's information results in his casting the crucial vote more
often. Committees make better decisions for members than does
delegation."
"157","10.1257/aer.100.1.i","10001","Front Matter includes photograph of Angus S. Deaton as part of a series of photographs of past presidents of the Association."
"158","10.1257/aer.100.1.5","10001","I discuss the measurement of world poverty and inequality, with particular
attention to the role of purchasing power parity (PPP) price indexes from the
International Comparison Project. Global inequality increased with the latest
revision of the ICP, and this reduced the global poverty line relative to the
US dollar. The recent large increase of nearly half a billion poor people came
from an inappropriate updating of the global poverty line, not from the ICP
revisions. Even so, PPP comparisons between widely different countries rest
on weak theoretical and empirical foundations. I argue for wider use of self-reports
from international monitoring surveys, and for a global poverty line
that is truly denominated in US dollars. (JEL C43, D31, I31, I32, F31)"
"159","10.1257/aer.100.1.35","10001","This paper investigates the role of social learning in the diffusion of a new agricultural
technology in Ghana. We use unique data on farmers' communication
patterns to define each individual's information neighborhood. Conditional on
many potentially confounding variables, we find evidence that farmers adjust
their inputs to align with those of their information neighbors who were surprisingly
successful in previous periods. The relationship of these input adjustments
to experience further indicates the presence of social learning. In addition,
applying the same method to input choices for another crop, of known technology,
correctly indicates an absence of social learning effects. (JEL D83, O13,
O33, Q16)"
"160","10.1257/aer.100.1.70","10001","This paper examines the frequency, pervasiveness, and determinants of product
switching by US manufacturing firms. We find that one-half of firms alter
their mix of five-digit SIC products every five years, that product switching is
correlated with both firm- and firm-product attributes, and that product adding
and dropping induce large changes in firm scope. The behavior we observe is
consistent with a natural generalization of existing theories of industry dynamics
that incorporates endogenous product selection within firms. Our findings
suggest that product switching contributes to a reallocation of resources within
firms toward their most efficient use. (JEL L11, L21, L25, L60)"
"161","10.1257/aer.100.1.98","10001","The 1960s ushered in a new era in US demographic history characterized by
significantly lower fertility rates and smaller family sizes. What catalyzed these
changes remains a matter of considerable debate. This paper exploits idiosyncratic
variation in the language of ""Comstock"" statutes, enacted in the late
1800s, to quantify the role of the birth control pill in this transition. Almost 50
years after the contraceptive pill appeared on the US market, this analysis provides
new evidence that it accelerated the post-1960 decline in marital fertility.
(JEL J12, J13, K10, N31, N32)"
"162","10.1257/aer.100.1.130","10001","Using data on user attributes and interactions from an online dating site, we
estimate mate preferences, and use the Gale-Shapley algorithm to predict stable
matches. The predicted matches are similar to the actual matches achieved
by the dating site, and the actual matches are approximately efficient. Out-of-
sample predictions of offline matches, i.e., marriages, exhibit assortative
mating patterns similar to those observed in actual marriages. Thus, mate preferences,
without resort to search frictions, can generate sorting in marriages.
However, we underpredict some of the correlation patterns; search frictions
may play a role in explaining the discrepancy. (JEL C78, J12)"
"163","10.1257/aer.100.1.164","10001","Using European data, this paper finds that (i) industry entry and exit rates
are positively related to industry rates of investment-specific technical change
(ISTC); and (ii) the sensitivity of industry entry and exit rates to cross-country
differences in entry costs depends on industry rates of ISTC. The paper constructs
a general equilibrium model in which the rate of ISTC varies across
industries and new investment-specific technologies can be introduced by
entrants or by incumbents. In the calibrated model, equilibrium behavior is
consistent with stylized facts (i) and (ii), provided the cost of technology adoption
is increasing in the rate of ISTC. (JEL G31, L11, O31, O33)"
"164","10.1257/aer.100.1.193","10001","In the Medicare program, increases in cost sharing by a supplemental insurer
can exert financial externalities. We study a policy change that raised patient
cost sharing for the supplemental insurer for retired public employees in
California. We find that physician visits and prescription drug usage have elasticities
that are similar to those of the RAND Health Insurance Experiment
(HIE). Unlike the HIE, however, we find substantial ""offset"" effects in terms of
increased hospital utilization. The savings from increased cost sharing accrue
mostly to the supplemental insurer, while the costs of increased hospitalization
accrue mostly to Medicare. (JEL G22, I12, I18, J14)"
