article.url,issue.year,issue.volume,issue.issue,issue.date.of.publication,issue.pages,article.title,article.abstract,article.doi,article.pages,author1,institution1,author2,institution2,author3,institution3,author4,institution4,author5,institution5,author6,institution6,author7,institution7,author8,institution8,author9,institution9,author10,institution10,author11,institution11,author12,institution12,author13,institution13,author14,institution14,author15,institution15,author16,institution16,issue.online,version.of.record.online
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00111.x/abstract,2005,49,1,January 2005,1-211,Signals from the Tenth Justice: The Political Role of the Solicitor General in Supreme Court Decision Making,"Conventional explanations of the solicitor general's influence on the Supreme Court emphasize his expertise or experience. We articulate and test a more political account based on insights from signaling theory. We argue justices will be more receptive to signals from the solicitor general (S.G.) when either the justice and S.G. are ideologically proximate or the S.G.'s signal is contrary to his ideological predisposition. We test our account over the period from 1953 to 2002 using a newly developed interinstitutional measure of ideology that places executive and judicial actors on the same spatial scale. Our results highlight the political nature of the S.G.'s influence, challenging the received wisdom about the S.G.'s impact on the Supreme Court.",10.1111/j.0092-5853.2005.00111.x,72-85,Michael A. Bailey,Georgetown University,Brian Kamoie,George Washington University,Forrest Maltzman,George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00112.x/abstract,2005,49,1,January 2005,1-211,Assessing the Effectiveness of International Environmental Agreements: The Case of the 1985 Helsinki Protocol,"The last few decades have been marked by the emergence of a number of environmental protection regimes in the international arena. We know little about the effectiveness of these regimes, however, largely because such evaluations face the formidable obstacles of a scarcity of time series data on environmental quality, a complex mix of nonpolicy factors that affect environmental quality, and the fact that participation in nearly all international environmental agreements is voluntary, which means that policy effectiveness must be estimated from self-selected samples. In this article we assess the effects of the 1985 Helsinki Protocol for reducing sulfur dioxide emissions in Europe, paying particularly close attention to the obstacles noted above. We find that while nations ratifying the Helsinki Protocol have experienced significant emission reductions, the protocol itself has had no discernible effect on emissions. We end the article by discussing the implication of these results for the effectiveness of international environmental regimes in general",10.1111/j.0092-5853.2005.00112.x,86-102,Evan J. Ringquist,Indiana University,Tatiana Kostadinova,Florida International University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00113.x/abstract,2005,49,1,January 2005,1-211,The Effect of Information on Voter Turnout: Evidence from a Natural Experiment,"Do better-informed people vote more? Recent formal theories of voter turnout emphasize a positive effect of being informed on the propensity to vote, but the possibility of endogenous information acquisition makes estimation of causal effects difficult. I estimate the causal effects of being informed on voter turnout using unique data from a natural experiment Copenhagen referendum on decentralization. Four of fifteen districts carried out a pilot project, exogenously making pilot city district voters more informed about the effects of decentralization. Empirical estimates based on survey data confirm a sizeable and statistically significant causal effect of being informed on the propensity to vote",10.1111/j.0092-5853.2005.00113.x,103-118,David Dreyer Lassen,University of Copenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00114.x/abstract,2005,49,1,January 2005,1-211,Misreading One's Sources: Charles Taylor's Rousseau,"This article challenges Taylor's defense of community by criticizing his reading of Jean-Jacques Rousseau. Taylor, who adheres to the old charge that Rousseau is at bottom a totalitarian, neglects several points of resistance to the claims of the community that are present in Rousseau's political thought. Such points of resistance prove, on close examination, to be unavailable to Taylor. Taylor inadvertently offers a theoretical attack on individualism and a foundation for social tyranny more powerful than any to be found in Rousseau's thought.",10.1111/j.0092-5853.2005.00114.x,119-134,Jonathan Marks,Carthage College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00115.x/abstract,2005,49,1,January 2005,1-211,"Labor, Democracy, Utility, and Mill's Critique of Private Property","Scholars have long debated whether John Stuart Mill became a socialist, as he claimed in his",10.1111/j.0092-5853.2005.00115.x,135-149,John Medearis,"University of California, Riverside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00116.x/abstract,2005,49,1,January 2005,1-211,The Logic of Private and Collective Action,"Since Mancur Olson's Logic of Collective Action (1965), it is impossible for political scientists to conceive of political participation without reference to his powerful argument linking numbers of participants, public goods, and participatory outcomes. What is puzzling is the poor empirical support for this argument in the domain where it should work best, namely explaining business political activity. Olson thought his arguments principally applicable to economic groups, and for the empirical development of his arguments Olson drew heavily on business interests, the most active segment of the interest group community. We explore these arguments with business political activities data by examining the statistical performance of various measures of market structure in determining business political activity, and find little empirical support. We do offer an alternative basis for business behavior lodged in both private and collective goods that preserves business rationality and also helps explain not only the amount of business political participation but the modes of business participation",10.1111/j.0092-5853.2005.00116.x,150-167,Wendy L. Hansen,University of New Mexico,Neil J. Mitchell,University of New Mexico,Jeffrey M. Drope,University of Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00117.x/abstract,2005,49,1,January 2005,1-211,Racial Resentment and White Opposition to Race-Conscious Programs: Principles or Prejudice?,"White racial resentment is associated with opposition to a broad range of racial policies but it is unclear whether it derives from racial prejudice or stems from ideological principles. To resolve this ambiguity, we examined the impact of racial resentment on support for a college-scholarship program in which program beneficiaries' race and socioeconomic class was experimentally varied. The analyses yield a potentially troubling finding: racial resentment means different things to white liberals and conservatives. Among liberals, racial resentment conveys the political effects of racial prejudice, by predicting program support for black but not white students, and is better predicted by overt measures of racial prejudice than among conservatives. Among conservatives, racial resentment appears more ideological. It is closely tied to opposition to race-conscious programs regardless of recipient race and is only weakly tied to measures of overt prejudice. Racial resentment, therefore, is not a clear-cut measure of racial prejudice for all Americans.",10.1111/j.0092-5853.2005.00117.x,168-183,Stanley Feldman,Stony Brook University,Leonie Huddy,Stony Brook University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00119.x/abstract,2005,49,1,January 2005,1-211,Thinking for Thousands: Emerson's Theory of Political Representation in the Public Sphere,"This article develops Emerson's theory of representative democracy as it applies to a deliberative public sphere. By highlighting the democratic content of Emerson's thought, this article challenges tradition readings of Emerson that claim his thought to be elitist or antipolitical. According to Emerson, the public sphere is structured by representative individuals who are analogous to those representatives found in electoral institutions. These representatives make public the beliefs and values present in their “constituencies.” They deliberate in the name of their constituencies, saying what their constituencies could and would say, were they to also directly engage in such deliberations. Representative individuals are tied to their constituencies through bonds of “sympathy and likeness.” The moral consequences of a representative public sphere include the development of a sense of deliberative justice on the part of the citizenry and the reduction of the possibility of domination and oppression by ideologically oriented elites.",10.1111/j.0092-5853.2005.00119.x,184-197,Hans Von Rautenfeld,University of South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00118.x/abstract,2005,49,1,January 2005,1-211,Divisor Methods for Sequential Portfolio Allocation in Multi-Party Executive Bodies: Evidence from Northern Ireland and Denmark,"Some proportional representation (PR) rules can also be used to specify the sequence in which each party in a parliament or each member in a multiparty governing coalition is given its choice about (unique) desired resources, e.g., “indivisible goods” such as cabinet ministries or executive positions, thus providing an algorithmic method for determining “fair” allocations. Divisor rule sequencing using the d'Hondt method was recently used to determine the ten cabinet positions in the Northern Ireland Executive Committee created under the 1998 Belfast (“Good Friday”) Agreement; and such sequential allocation procedures have been used in some Danish municipal governments, and for determination of committee chairs in the European parliament. Here we examine in some detail the procedures used in Northern Ireland and Denmark, with a focus on special features such as the option in Denmark to form post-election alliances.",10.1111/j.0092-5853.2005.00118.x,198-211,Brendan O'Leary,University of Pennsylvania,Bernard Grofman,"University of California, Irvine",Jørgen Elklit,University of Aarhus,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DEC 2004,3 DEC 2004
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.t01-1-00119.x/abstract,2005,49,2,April 2005,213-449,Talking the Vote: Why Presidential Candidates Hit the Talk Show Circuit,"The 2000 presidential election found the major party presidential candidates chatting with Oprah Winfrey, Rosie O'Donnell, and Regis Philbin, trading one-liners with Jay Leno and David Letterman, and discussing rap music on MTV. This study investigates the impact of entertainment-oriented talk show interviews of presidential candidates, using the 2000 election as a case study. I consider why such shows cover presidential politics, why candidates choose to appear on them, and who is likely to be watching. This discussion yields a series of hypotheses concerning the effects of these interviews on public attitudes and voting behavior. I test my hypotheses through a content analysis of campaign coverage by entertainment-oriented talk shows, traditional political interview shows, and national news campaign coverage, as well as through a series of statistical investigations. I find that politically unengaged voters who watch entertainment-oriented TV talk shows are more likely to find the opposition party candidate likeable, as well as to cross party lines and vote for him, relative to their counterparts who are more politically aware or who do not watch such shows",10.1111/j.0092-5853.2005.t01-1-00119.x,213-234,Matthew A. Baum,"University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00120.x/abstract,2005,49,2,April 2005,213-449,Green Clubs and Voluntary Governance: ISO 14001 and Firms' Regulatory Compliance,"Voluntary programs have become widespread tools for governments and nongovernmental actors looking to improve industry's environmental and regulatory performance. Voluntary programs can be conceptualized as club goods that provide nonrival but potentially excludable benefits to members. For firms, the value of joining a green club over taking the same actions unilaterally is to appropriate the club's positive brand reputation. Our analysis of about 3,700 U.S. facilities indicates that joining ISO 14001, an important nongovernmental voluntary program, improves facilities' compliance with government regulations. We conjecture that ISO 14001 is effective because its broad positive standing with external audiences provides a reputational benefit that helps induce facilities to take costly progressive environmental action they would not take unilaterally",10.1111/j.0092-5853.2005.00120.x,235-248,Matthew Potoski,Iowa State University,Aseem Prakash,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00121.x/abstract,2005,49,2,April 2005,213-449,Stepping Into the Fray: When Do Mediators Mediate?,"In this article, I analyze the conditions that promote the request, offer, and occurrence of mediation between enduring rivals. Although the mediation literature has devoted considerable attention to the form that mediation takes, the approaches that mediators use, and the conditions under which it is successful, little attention has been given to the conditions under which mediation is most likely to occur. The results of the analysis point to a disconnect among enduring rivalries between the factors that the literature highlights as promoting mediation success and those that promote the onset of mediation. This disconnect is particularly apparent in the conditions that prompt third-parties to offer mediation",10.1111/j.0092-5853.2005.00121.x,249-266,J. Michael Greig,University of North Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00122.x/abstract,2005,49,2,April 2005,213-449,Party Government in Presidential Democracies: Extending Cartel Theory Beyond the U.S. Congress,"Cartel Theory (and partisan theory more generally) expertly explains the functioning of the U.S. Congress. However, as a theory originally developed to study a single legislature where the institutional context differs greatly from that found in other presidential democracies, its applicability to these democracies has been questioned. Between one extreme represented by the United States (where legislators control their own political future) and the other represented by centralized party systems (where the national party leadership controls legislators' future) exists an intermediate group of democracies where subparty bosses are the key actors, controlling the future of subsets of a party's legislative delegation. We analyze one of these intermediate democracies, Argentina, and demonstrate the general applicability of Cartel Theory to an institutional context that differs notably from that found in the United States. We highlight how the theory can be adapted to a political system where subparty bosses, not individual legislators, are the most relevant political actors",10.1111/j.0092-5853.2005.00122.x,267-282,Mark P. Jones,Rice University,Wonjae Hwang,Rice University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00123.x/abstract,2005,49,2,April 2005,213-449,The Development of Stable Party Support: Electoral Dynamics in Post-Communist Europe,"What conditions help stable patterns of party support to emerge? Using pooled time-series cross-section data on election results from 15 East European democracies, the empirical analysis finds that (1) right after a regime change electoral volatility increases while the trend is reversed after democracy has endured for about a decade; (2) ethnic cleavages have no effect on stability while social cleavages affect electoral stability only during economic downturns; (3) both institutions and economic performance influence the stability of party support; however, the effect of the latter diminishes over time when democracies mature",10.1111/j.0092-5853.2005.00123.x,283-298,Margit Tavits,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00124.x/abstract,2005,49,2,April 2005,213-449,Dynamic Responsiveness in the U.S. Senate,"I develop a theory of dynamic responsiveness that suggests that parties that win elections choose candidates who are more extreme and parties that lose elections choose candidates who are more moderate. Moreover, the size of past victories matters. Close elections yield little change, but landslides yield larger changes in the candidates offered by both parties. I test this theory by analyzing the relationship between Republican vote share in U.S. Senate elections and the ideology of candidates offered in the subsequent election. The results show that Republican (Democratic) victories in past elections yield candidates who are more (less) conservative in subsequent elections, and the effect is proportional to the margin of victory. This suggests that parties or candidates pay attention to past election returns. One major implication is that parties may remain polarized in spite of their responsiveness to the median voter",10.1111/j.0092-5853.2005.00124.x,299-312,James Fowler,"University of California, Davis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00125.x/abstract,2005,49,2,April 2005,213-449,Issues and Institutions: “Winnowing” in the U.S. Congress,"“Winnowing” is the pre-floor process by which Congress determines the small percentage of bills that will receive committee attention. The vast majority of proposals languish in this vital agenda-setting stage, yet our understanding of winnowing is nascent. Why do some bills move forward while most fail? I examine that question here by developing and testing a theoretical framework of winnowing grounded in bounded rationality, which includes institutional and sponsor cues and also incorporates the unique issue milieu. A heteroskedastic probit model is utilized to analyze the winnowing fate of all bills introduced across five issue areas in the House and Senate from 1991 to 1998. The findings counter much received wisdom and suggest that the process is indeed cue based. The majority party helps structure this critical process in both chambers, though party effects appear stronger in the House. Contrary to recent work on the rise of Senate individualism, the seniority of the sponsor has significant effects in both the Senate and House, but again exhibits a stronger effect in the House. Surprisingly, presidential proposals are no more likely to survive than typical bills. The findings further suggest that the entrepreneurial efforts of bill sponsors breathe life into this process",10.1111/j.0092-5853.2005.00125.x,313-326,Glen S. Krutz,The University of Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00126.x/abstract,2005,49,2,April 2005,213-449,Intergovernmental Political Competition in American Federalism,"Many policies in the United States are jointly determined by federal and state actions. In the game theoretic model offered here, politicians in both the state and national governments seek credit for providing goods desired by the public and avoid blame for the taxes necessary to provide the goods. In line with ",10.1111/j.0092-5853.2005.00126.x,327-342,Craig Volden,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00127.x/abstract,2005,49,2,April 2005,213-449,Democracy and Education Spending in Africa,"While it is widely believed that electoral competition influences public spending decisions, there has been relatively little effort to examine how recent democratization in the developing world has resulted in changes in basic service provision. There have been even fewer attempts to investigate whether democracy matters for public spending in the poorest developing countries, where “weak institutions” may mean that the formal adoption of electoral competition has little effect on policy. In this article I confront these questions directly, asking whether the shift to multiparty competition in African countries has resulted in increased spending on primary education. I develop an argument, illustrated with a game-theoretic model, which suggests that the need to obtain an electoral majority may have prompted African governments to spend more on education and to prioritize primary schools over universities within the education budget. I test three propositions from the model using panel data on electoral competition and education spending in African countries. I find clear evidence that democratically elected African governments have spent more on primary education, while spending on universities appears unaffected by democratization",10.1111/j.0092-5853.2005.00127.x,343-358,David Stasavage,London School of Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00128.x/abstract,2005,49,2,April 2005,213-449,Reexamining Racial Attitudes: The Conditional Relationship Between Diversity and Socioeconomic Environment,"Social science research notes that racial context is related to attitudes toward social issues; however, surprisingly little research has examined how the impact of racial context on attitudes is activated. The aim of this article is to examine racial context “effects” for policy preferences, but to do so within a broader perspective. This article extends the literature on racial attitudes by considering a conditional relationship between racial and ethnic context and socioeconomic context and expanding racial context to include multiple racial and ethnic groups. The findings indicate that racial and ethnic contextual effects do emerge; however, these effects are conditional on the socioeconomic context in which an individual resides. Specifically, high socioeconomic contexts and highly diverse contexts are related to higher levels of support for racial social issues; however, contexts characterized by low socioeconomic context and high racial and ethnic diversity are associated with lower levels of support for such issues",10.1111/j.0092-5853.2005.00128.x,359-372,Regina P. Branton,Rice University,Bradford S. Jones,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00129.x/abstract,2005,49,2,April 2005,213-449,Do Policy Horizons Structure the Formation of Parliamentary Governments?: The Evidence from an Expert Survey,"This article tests the hypothesis that parties in West European parliamentary systems operate under the constraint of “policy horizons,” that is, limits or bounds on the extent to which they can compromise on policy for the purpose of entering coalition governments. The test is based on a new expert survey covering thirteen West European parliamentary democracies in which respondents were asked not only to locate party positions on a number of policy dimensions, but also to estimate the parties' limits of acceptable compromise on each dimension. The survey data are first analyzed using a new computer program, Horizons 3D, to determine which parties have intersecting horizons in these systems—and hence the ability to form coalition governments under the hypothesis. These calculations are then employed to assess whether policy horizons structure the choice of governing coalition beyond any effect conveyed by the policy distances among parties. Although the potential for error in these data is considerable, the estimated horizons, with few exceptions, appear to play the role hypothesized for them",10.1111/j.0092-5853.2005.00129.x,373-387,Paul V. Warwick,Simon Fraser University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00130.x/abstract,2005,49,2,April 2005,213-449,Striking a Responsive Chord: How Political Ads Motivate and Persuade Voters by Appealing to Emotions,"Politicians routinely appeal to the emotions of voters, a practice critics claim subverts the rational decision making on which democratic processes properly rest. But we know little about how emotional appeals actually influence voting behavior. This study demonstrates, for the first time, that political ads can change the way citizens get involved and make choices simply by using images and music to evoke emotions. Prior research suggests voters behave differently in different emotional states but has not established whether politicians can use campaigns to manipulate emotions and thereby cause changes in political behavior. This article uses two experiments conducted during an actual election to show that: (1) cueing enthusiasm motivates participation and activates existing loyalties; and (2) cueing fear stimulates vigilance, increases reliance on contemporary evaluations, and facilitates persuasion. These results suggest campaigns achieve their goals in part by appealing to emotions, and emotional appeals can promote democratically desirable behavior",10.1111/j.0092-5853.2005.00130.x,388-405,Ted Brader,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00131.x/abstract,2005,49,2,April 2005,213-449,Comparing Competing Theories on the Causes of Mandate Perceptions,"The discussion of presidential mandates is as certain as a presidential election itself. Journalists inevitably discuss whether the president-elect has a popular mandate. Because they see elections as too complex to allow the public to send a unitary signal, political scientists are more skeptical of mandates. Mandates, however, have received new attention by scholars asking whether perceptions of mandate arise and lead representatives to act as if voters sent a policy directive. Two explanations have emerged to account for why elected officials might react to such perceptions. One focuses on the president's strategic decision to declare a mandate, the second on how members of Congress read signals of changing preferences in the electorate from their own election results. We test these competing views to see which more accurately explains how members of Congress act in support of a perceived mandate. The results indicate that members respond more to messages about changing preferences than to the president's mandate declaration",10.1111/j.0092-5853.2005.00131.x,406-419,Lawrence J. Grossback,West Virginia University,David A.M. Peterson,Texas A&M University,James A. Stimson,The University of North Carolina at Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00132.x/abstract,2005,49,2,April 2005,213-449,Women on the Sidelines: Women's Representation on Committees in Latin American Legislatures,"This article explores how new groups can be marginalized after they gain representation in the legislature. We use data from six Latin American legislatures to examine the effect of institutional and political factors on how traditionally dominant male political leaders distribute scarce political resources—committee assignments—to female newcomers. In general, we find that women tend to be isolated on women's issues and social issues committees and kept off of power and economics/foreign affairs committees as the percentage of legislators who are women increases, when party leaders or chamber presidents control committee assignments, and when the structure of the committee system provides a specific committee to deal with women's issues. Thus, to achieve full incorporation into the legislative arena, newcomers must do more than just win seats. They must change the institutions that allow the traditionally dominant group to hoard scarce political resources",10.1111/j.0092-5853.2005.00132.x,420-436,Roseanna Michelle Heath,Texas A&M University,Leslie A. Schwindt-Bayer,University of Mississippi,Michelle M. Taylor-Robinson,Texas A&M University,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.0092-5853.2005.00133.x/abstract,2005,49,2,April 2005,213-449,Looking for Locals: Voter Information Demands and Personal Vote-Earning Attributes of Legislators under Proportional Representation,"Proportional representation systems affect the extent to which elected legislators exhibit various attributes that allow them to earn a personal vote. The sources of variation in personal vote-earning attributes (PVEA) lie in informational shortcuts voters use under different electoral rules. List type (closed or open) and district magnitude (the number of legislators elected from a district) affect the types of shortcuts voters employ. When lists are closed, legislators' PVEA are of decreasing usefulness to voters as magnitude (and hence the number of candidates on a list) increases. When lists are open, legislators' PVEA are increasingly useful to voters as magnitude increases, because the number of candidates from which voters must choose whom to give a preference vote increases. As predicted by the theory, the probability that a legislator will exhibit PVEA—operationalized as local birthplace or lower-level electoral experience—declines with magnitude when lists are closed, but rises with magnitude when lists are open",10.1111/j.0092-5853.2005.00133.x,437-449,Matthew Søberg Shugart,University of California,Melody Ellis Valdini,University of California,Kati Suominen,Inter-American Development Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MAR 2005,1 MAR 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2005.00134.x/abstract,2005,49,3,July 2005,451-688,"War, Rivalry, and State Building in Latin America","Scholars of Latin America have recently begun to apply the bellicist approach to state building to the region, the central claim of which is that wars are a great stimulus to centralizing state power and building institutional capacity. This article argues that current applications of these models of state building are too narrowly specified to be of much use in Latin America or elsewhere in the developing world. Replacing the focus on interstate war with the more general phenomenon of interstate rivalry, alongside the consideration of intrastate rivals, allows us to account for the impact of both external and internal forces on the development of the state. I demonstrate the utility of this approach through several cross-sectional time-series analyses that provide evidence that external and internal rivals affect the Latin American state in a manner consistent with the general nature of bellicist theory.",10.1111/j.1540-5907.2005.00134.x,451-465,Cameron G. Thies,Louisiana State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 MAY 2005,18 MAY 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2005.00135.x/abstract,2005,49,3,July 2005,451-688,Milton's Case for a Free Commonwealth,"This article will examine the development of John Milton's arguments for democracy as against monarchy and other sorts of autocratic rule. These arguments are interesting both in their own right and insofar as they shed light on historiographical debates concerning the classical republican tradition. Milton is shown to hold a negative conception of liberty, as opposed to a positive or participatory conception, which lends support to the neo-roman interpretation of that tradition, associated with Quentin Skinner and Philip Pettit. However, it is further shown that Sinner and Pettit misunderstand the classical republicans' case for democracy, attributing to them a conceptual argument in place of an empirical one. A better understanding of Milton's political theory contributes to a better understanding of this dilemma, and perhaps suggests a solution.",10.1111/j.1540-5907.2005.00135.x,466-478,Frank Lovett,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 MAY 2005,18 MAY 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2005.00137.x/abstract,2005,49,3,July 2005,451-688,Congressional Politics of International Financial Rescues,"In the 1990s, the American executive organized financial rescues for Mexico and several Asian economies. These rescues were controversial in Congress, where members voted repeatedly to reduce or eliminate the executive's freedom to engage in them. I analyze these roll calls with an eye toward explaining who opposes and who supports international financial rescues. I argue that the interests of private actors (district constituencies and interest groups) have an important effect on member voting. Following Stolper-Samuelson reasoning, I find that a member is significantly more likely to favor (oppose) rescues as the proportion of high-skilled (low-skilled) workers in a district increases. In addition, I find that campaign contributions from international banks increase the probability that a member will vote in favor of rescues. Overall, the findings suggest that the distributional effects of rescues find expression in Congress and constrain U.S. international financial policymaking.",10.1111/j.1540-5907.2005.00137.x,479-496,J. Lawrence Broz,"University of California, San Diego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 MAY 2005,18 MAY 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2005.00138.x/abstract,2005,49,3,July 2005,451-688,"Patterns of Disagreement in Democratic Politics: Comparing Germany, Japan, and the United States","An important ingredient in democratic politics is the experience of disagreement through social communication and political discussion. If people fail to encounter contrary viewpoints, their own views are never challenged, they are never forced to reconsider initially held opinions, and they are effectively excluded from democratic deliberation. This article examines patterns of political agreement and disagreement within the communication networks of citizens in Germany, Japan, and the United States. Several questions are addressed. Are there cross-national differences in patterns of agreement and disagreement among citizens? To what extent are these patterns subject to individual attitudes, to the structure of communication networks, and to levels of aggregate support for particular preferences and opinions? Finally, what are the implications of disagreement for civic capacity and political engagement? Empirical analyses are based on cooperative election surveys conducted in each country during the early 1990s.",10.1111/j.1540-5907.2005.00138.x,497-514,Robert Huckfeldt,University of California at Davis,Ken'ichi Ikeda,University of Tokyo,Franz Urban Pappi,University of Mannheim,,,,,,,,,,,,,,,,,,,,,,,,,,,18 MAY 2005,18 MAY 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2005.00139.x/abstract,2005,49,3,July 2005,451-688,The Quality of Terror,"I present a model of the interaction between a government, a terrorist organization, and potential terrorist volunteers in which, as a result of an endogenous choice, individuals with low ability or little education are most likely to volunteer to join the terrorist organization. However, the terrorist organization screens the volunteers for quality. Consequently, the model is consistent with two seemingly contradictory empirical findings. Actual terrorist operatives are not poor or lacking in education. And yet lack of economic opportunity and recessionary economies are positively correlated with terrorism. The model also endogenizes the effect of government counterterrorism on mobilization. Government crackdowns have competing effects on mobilization: they decrease the ability of terrorists to carry out effective attacks (making mobilization less attractive), and they foment ideological opposition to the government and impose negative economic externalities (making mobilization more attractive). This provides conditions under which government crackdowns increase or decrease mobilization.",10.1111/j.1540-5907.2005.00139.x,515-530,Ethan Bueno De Mesquita,Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 MAY 2005,18 MAY 2005
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2005.00140.x/abstract,2005,49,3,July 2005,451-688,"Manufactured Responsiveness: The Impact of State Electoral Laws on Unified Party Control of the Presidency and House of Representatives, 1840–1940","The modern history of divided government in America suggests that the framers succeeded in creating a government unresponsive to popular passions. Yet in the nineteenth century the party winning the presidency almost always captured control of the House of Representatives. Why and how could nineteenth century national elections be so responsive that they resemble parliamentary outcomes? We identify electoral institutions present in the states that directly linked congressional elections to presidential coattails. Specifically, we estimate the impact of state ballot laws and the strategic design of congressional districts on presidential coattail voting from 1840 to 1940. We find that presidential elections, as mediated by state electoral laws, strongly account for unified party control of the House and the presidency throughout the nineteenth century.",10.1111/j.1540-5907.2005.00140.x,531-549,Erik J. Engstrom,University of North Carolina at Chapel Hill,Samuel Kernell,"University of California, San Diego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 MAY 2005,18 MAY 2005
